     1.4820810659    -9.3309689031     5.0000000000     5.0000000000  481
     2.5468183652    -9.3193628030  2044.0000000000     5.0000000000  481
     2.5353474069    -8.2536604187  2044.0000000000  2044.0000000000  481
     1.4706101076    -8.2652665187     5.0000000000  2044.0000000000  481
     1.4820810659    -9.3309689031     5.0000000000     5.0000000000  481
     2.0087142364    -8.7923146609  1024.5000000000  1024.5000000000  481
     2.5164317048    -7.1336371174     5.0000000000     5.0000000000  482
     1.4681379702    -7.1412463824  2044.0000000000     5.0000000000  482
     1.4756612418    -8.1905827016  2044.0000000000  2044.0000000000  482
     2.5239549764    -8.1829734367     5.0000000000  2044.0000000000  482
     2.5164317048    -7.1336371174     5.0000000000     5.0000000000  482
     1.9960464733    -7.6621099095  1024.5000000000  1024.5000000000  482
     0.3294575202    -9.3357143365     5.0000000000     5.0000000000  483
     1.3927643817    -9.3414636937  2044.0000000000     5.0000000000  483
     1.3984784970    -8.2695875921  2044.0000000000  2044.0000000000  483
     0.3351716355    -8.2638382349     5.0000000000  2044.0000000000  483
     0.3294575202    -9.3357143365     5.0000000000     5.0000000000  483
     0.8639680086    -8.8026509643  1024.5000000000  1024.5000000000  483
     1.3957405644    -7.1387526486     5.0000000000     5.0000000000  484
     0.3495999261    -7.1368738222  2044.0000000000     5.0000000000  484
     0.3477384248    -8.1903713817  2044.0000000000  2044.0000000000  484
     1.3938790631    -8.1922502082     5.0000000000  2044.0000000000  484
     1.3957405644    -7.1387526486     5.0000000000     5.0000000000  484
     0.8717394946    -7.6645620152  1024.5000000000  1024.5000000000  484
     0.3651303940    -9.3037071239     5.0000000000     5.0000000000  485
     2.5056030810    -9.2986186978  2044.0000000000     5.0000000000  485
     2.5005471021    -7.1487644762  2044.0000000000  2044.0000000000  485
     0.3600744151    -7.1538529024     5.0000000000  2044.0000000000  485
     0.3651303940    -9.3037071239     5.0000000000     5.0000000000  485
     1.4328387481    -8.2262358001  1024.5000000000  1024.5000000000  485
    -1.4899619203    -7.1090826720     5.0000000000     5.0000000000  486
    -2.5371337933    -7.1000080746  2044.0000000000     5.0000000000  486
    -2.5460913142    -8.1480161002  2044.0000000000  2044.0000000000  486
    -1.4989194411    -8.1570906976     5.0000000000  2044.0000000000  486
    -1.4899619203    -7.1090826720     5.0000000000     5.0000000000  486
    -2.0180266172    -7.6285493861  1024.5000000000  1024.5000000000  486
    -2.5608508555    -9.2826438879     5.0000000000     5.0000000000  487
    -1.4975316930    -9.3003695347  2044.0000000000     5.0000000000  487
    -1.4800338361    -8.2364785735  2044.0000000000  2044.0000000000  487
    -2.5433529985    -8.2187529267     5.0000000000  2044.0000000000  487
    -2.5608508555    -9.2826438879     5.0000000000     5.0000000000  487
    -2.0204423458    -8.7595612307  1024.5000000000  1024.5000000000  487
    -0.3678237159    -7.0983219584     5.0000000000     5.0000000000  488
    -1.4137129212    -7.1073209913  2044.0000000000     5.0000000000  488
    -1.4047362225    -8.1637170562  2044.0000000000  2044.0000000000  488
    -0.3588470173    -8.1547180233     5.0000000000  2044.0000000000  488
    -0.3678237159    -7.0983219584     5.0000000000     5.0000000000  488
    -0.8862799692    -7.6310195073  1024.5000000000  1024.5000000000  488
    -1.4073808974    -9.3069152870     5.0000000000     5.0000000000  489
    -0.3470056056    -9.2992448254  2044.0000000000     5.0000000000  489
    -0.3546708680    -8.2264129935  2044.0000000000  2044.0000000000  489
    -1.4150461598    -8.2340834551     5.0000000000  2044.0000000000  489
    -1.4073808974    -9.3069152870     5.0000000000     5.0000000000  489
    -0.8810258827    -8.7666641402  1024.5000000000  1024.5000000000  489
    -0.4193378577    -7.1138241581     5.0000000000     5.0000000000  490
    -2.5637024937    -7.1137231083  2044.0000000000     5.0000000000  490
    -2.5637907110    -9.2676847401  2044.0000000000  2044.0000000000  490
    -0.4194260749    -9.2677857899     5.0000000000  2044.0000000000  490
    -0.4193378577    -7.1138241581     5.0000000000     5.0000000000  490
    -1.4915642843    -8.1907544491  1024.5000000000  1024.5000000000  490
