Visit ID,Dither Index,Aperture,Exp Time,Target,Orient Used,RA Center Rot,Dec Center Rot,s_region
01180007001,8,NRCALL_FULL,12368.763,POINTINGONE-B,26.00002524,53.157734,-27.807316,POLYGON ICRS 53.19188038862413 -27.842567992610952 53.10558661263109 -27.804639698171233 53.12411941347291 -27.77210704023378 53.209324113198846 -27.809529031868635 ,
01180007001,9,NRCALL_FULL,12368.763,POINTINGONE-B,26.00002524,53.157955,-27.807241,POLYGON ICRS 53.19210207449506 -27.84249341437652 53.105808280242535 -27.804565257663683 53.12434100207632 -27.77203257015896 53.20954571962255 -27.809454425777517 ,
01180008001,1,NRCALL_FULL,5497.228,POINTINGONE-C,26.00002524,53.157922,-27.807419,POLYGON ICRS 53.19206868217478 -27.842671162957913 53.10577462705594 -27.804743218283363 53.124307277382734 -27.77221048537467 53.20951225160145 -27.809632131306614 ,
01180008001,2,NRCALL_FULL,5497.228,POINTINGONE-C,26.00002524,53.158052,-27.807646,POLYGON ICRS 53.192198719451525 -27.84289820171989 53.1059044385553 -27.804970337769646 53.12443708874914 -27.77243758754196 53.20964228578112 -27.80985915372503 ,
01180008001,3,NRCALL_FULL,5497.228,POINTINGONE-C,26.00002524,53.158179,-27.807304,POLYGON ICRS 53.19232544535892 -27.84255617964749 53.106031391813104 -27.804628394504732 53.12456394574695 -27.772095627347312 53.20976891816986 -27.80951711573175 ,
01180008001,4,NRCALL_FULL,5497.228,POINTINGONE-C,26.00002524,53.158308,-27.807531,POLYGON ICRS 53.19245545476913 -27.84278320604824 53.1061611754654 -27.80485550161285 53.12469372927182 -27.772322717140014 53.20989892448879 -27.80974412579235 ,
01180008001,1,NRCALL_FULL,5497.228,POINTINGONE-C,26.00002524,53.157922,-27.807419,POLYGON ICRS 53.19206868217478 -27.842671162957913 53.10577462705594 -27.804743218283363 53.124307277382734 -27.77221048537467 53.20951225160145 -27.809632131306614 ,
01180008001,2,NRCALL_FULL,5497.228,POINTINGONE-C,26.00002524,53.158052,-27.807646,POLYGON ICRS 53.192198719451525 -27.84289820171989 53.1059044385553 -27.804970337769646 53.12443708874914 -27.77243758754196 53.20964228578112 -27.80985915372503 ,
01180008001,3,NRCALL_FULL,5497.228,POINTINGONE-C,26.00002524,53.158179,-27.807304,POLYGON ICRS 53.19232544535892 -27.84255617964749 53.106031391813104 -27.804628394504732 53.12456394574695 -27.772095627347312 53.20976891816986 -27.80951711573175 ,
01180008001,4,NRCALL_FULL,5497.228,POINTINGONE-C,26.00002524,53.158308,-27.807531,POLYGON ICRS 53.19245545476913 -27.84278320604824 53.1061611754654 -27.80485550161285 53.12469372927182 -27.772322717140014 53.20989892448879 -27.80974412579235 ,
01180008001,1,NRCALL_FULL,5497.228,POINTINGONE-C,26.00002524,53.157922,-27.807419,POLYGON ICRS 53.19206868217478 -27.842671162957913 53.10577462705594 -27.804743218283363 53.124307277382734 -27.77221048537467 53.20951225160145 -27.809632131306614 ,
01180008001,2,NRCALL_FULL,5497.228,POINTINGONE-C,26.00002524,53.158052,-27.807646,POLYGON ICRS 53.192198719451525 -27.84289820171989 53.1059044385553 -27.804970337769646 53.12443708874914 -27.77243758754196 53.20964228578112 -27.80985915372503 ,
01180008001,3,NRCALL_FULL,5497.228,POINTINGONE-C,26.00002524,53.158179,-27.807304,POLYGON ICRS 53.19232544535892 -27.84255617964749 53.106031391813104 -27.804628394504732 53.12456394574695 -27.772095627347312 53.20976891816986 -27.80951711573175 ,
01180008001,4,NRCALL_FULL,5497.228,POINTINGONE-C,26.00002524,53.158308,-27.807531,POLYGON ICRS 53.19245545476913 -27.84278320604824 53.1061611754654 -27.80485550161285 53.12469372927182 -27.772322717140014 53.20989892448879 -27.80974412579235 ,
01180008001,1,NRCALL_FULL,5497.228,POINTINGONE-C,26.00002524,53.156995,-27.809048,POLYGON ICRS 53.1911418016804 -27.8442999364496 53.104846776927474 -27.806371415594356 53.12337998237425 -27.77383880643481 53.208585914900496 -27.81126102125893 ,
01180008001,2,NRCALL_FULL,5497.228,POINTINGONE-C,26.00002524,53.157125,-27.809275,POLYGON ICRS 53.19127183896762 -27.844526976079408 53.104976588430574 -27.806598535947163 53.123509793749946 -27.774065909469186 53.20871594909613 -27.811488044545797 ,
01180008001,3,NRCALL_FULL,5497.228,POINTINGONE-C,26.00002524,53.157252,-27.808933,POLYGON ICRS 53.19139856970095 -27.84418495485386 53.10510354651167 -27.806256593530748 53.123636655560595 -27.773723950120825 53.208842586300285 -27.811146007397213 ,
01180008001,4,NRCALL_FULL,5497.228,POINTINGONE-C,26.00002524,53.157381,-27.809160,POLYGON ICRS 53.191528579121346 -27.84441198212227 53.10523333016744 -27.8064837015051 53.12376643909448 -27.77395104078045 53.20897259263489 -27.811373018326037 ,
01180008001,1,NRCALL_FULL,5497.228,POINTINGONE-C,26.00002524,53.156995,-27.809048,POLYGON ICRS 53.1911418016804 -27.8442999364496 53.104846776927474 -27.806371415594356 53.12337998237425 -27.77383880643481 53.208585914900496 -27.81126102125893 ,
01180008001,2,NRCALL_FULL,5497.228,POINTINGONE-C,26.00002524,53.157125,-27.809275,POLYGON ICRS 53.19127183896762 -27.844526976079408 53.104976588430574 -27.806598535947163 53.123509793749946 -27.774065909469186 53.20871594909613 -27.811488044545797 ,
01180008001,3,NRCALL_FULL,5497.228,POINTINGONE-C,26.00002524,53.157252,-27.808933,POLYGON ICRS 53.19139856970095 -27.84418495485386 53.10510354651167 -27.806256593530748 53.123636655560595 -27.773723950120825 53.208842586300285 -27.811146007397213 ,
01180008001,4,NRCALL_FULL,5497.228,POINTINGONE-C,26.00002524,53.157381,-27.809160,POLYGON ICRS 53.191528579121346 -27.84441198212227 53.10523333016744 -27.8064837015051 53.12376643909448 -27.77395104078045 53.20897259263489 -27.811373018326037 ,
01180008001,1,NRCALL_FULL,5497.228,POINTINGONE-C,26.00002524,53.156995,-27.809048,POLYGON ICRS 53.1911418016804 -27.8442999364496 53.104846776927474 -27.806371415594356 53.12337998237425 -27.77383880643481 53.208585914900496 -27.81126102125893 ,
01180008001,2,NRCALL_FULL,5497.228,POINTINGONE-C,26.00002524,53.157125,-27.809275,POLYGON ICRS 53.19127183896762 -27.844526976079408 53.104976588430574 -27.806598535947163 53.123509793749946 -27.774065909469186 53.20871594909613 -27.811488044545797 ,
01180008001,3,NRCALL_FULL,5497.228,POINTINGONE-C,26.00002524,53.157252,-27.808933,POLYGON ICRS 53.19139856970095 -27.84418495485386 53.10510354651167 -27.806256593530748 53.123636655560595 -27.773723950120825 53.208842586300285 -27.811146007397213 ,
01180008001,4,NRCALL_FULL,5497.228,POINTINGONE-C,26.00002524,53.157381,-27.809160,POLYGON ICRS 53.191528579121346 -27.84441198212227 53.10523333016744 -27.8064837015051 53.12376643909448 -27.77395104078045 53.20897259263489 -27.811373018326037 ,
01180009001,1,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.157083,-27.808919,POLYGON ICRS 53.1912304613991 -27.844171661467048 53.10493537614298 -27.806243428540768 53.12346842135527 -27.773710757671267 53.20867441259933 -27.81113268788829 ,
01180009001,2,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.157363,-27.808759,POLYGON ICRS 53.19151035006701 -27.84401114779962 53.105215294460805 -27.80608308878459 53.12374822858977 -27.773550380577035 53.208954190292616 -27.810972139049568 ,
01180009001,3,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.157387,-27.808985,POLYGON ICRS 53.191534204302926 -27.844236677306814 53.10523896122619 -27.806308633054982 53.123771926715726 -27.773775921687616 53.20897807350739 -27.811197665556847 ,
01180009001,4,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.157183,-27.809148,POLYGON ICRS 53.19133010300996 -27.844400330494352 53.10503480129647 -27.806472159410816 53.12356785574536 -27.773939475275597 53.20877406062868 -27.81136134439174 ,
01180009001,5,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.156961,-27.809223,POLYGON ICRS 53.19110841322803 -27.8444749086961 53.10481312977694 -27.806546599876985 53.12334626324084 -27.774013945311143 53.208552450301006 -27.811435950452108 ,
01180009001,6,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.156803,-27.809080,POLYGON ICRS 53.19095057190324 -27.844332174570127 53.10465545699931 -27.806403767732945 53.12318861329543 -27.773871134201784 53.208394634078594 -27.81129323616301 ,
01180009001,7,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.156780,-27.808854,POLYGON ICRS 53.1909267188594 -27.844106644962665 53.1046317914242 -27.80617822336325 53.12316491635841 -27.773645592991613 53.20837075205459 -27.811067709555232 ,
01180009001,8,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.156984,-27.808691,POLYGON ICRS 53.19113082020797 -27.84394299236817 53.10483595140776 -27.80601469759955 53.12336898738371 -27.77348203999577 53.208574764989926 -27.810904031313385 ,
01180009001,9,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.157205,-27.808616,POLYGON ICRS 53.19135250888765 -27.843868414130554 53.10505762182665 -27.805940257096836 53.12359057878896 -27.773407569924075 53.208796374216746 -27.810829425217435 ,
01180009001,1,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.157083,-27.808919,POLYGON ICRS 53.1912304613991 -27.844171661467048 53.10493537614298 -27.806243428540768 53.12346842135527 -27.773710757671267 53.20867441259933 -27.81113268788829 ,
01180009001,2,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.157363,-27.808759,POLYGON ICRS 53.19151035006701 -27.84401114779962 53.105215294460805 -27.80608308878459 53.12374822858977 -27.773550380577035 53.208954190292616 -27.810972139049568 ,
01180009001,3,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.157387,-27.808985,POLYGON ICRS 53.191534204302926 -27.844236677306814 53.10523896122619 -27.806308633054982 53.123771926715726 -27.773775921687616 53.20897807350739 -27.811197665556847 ,
01180009001,4,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.157183,-27.809148,POLYGON ICRS 53.19133010300996 -27.844400330494352 53.10503480129647 -27.806472159410816 53.12356785574536 -27.773939475275597 53.20877406062868 -27.81136134439174 ,
01180009001,5,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.156961,-27.809223,POLYGON ICRS 53.19110841322803 -27.8444749086961 53.10481312977694 -27.806546599876985 53.12334626324084 -27.774013945311143 53.208552450301006 -27.811435950452108 ,
01180009001,6,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.156803,-27.809080,POLYGON ICRS 53.19095057190324 -27.844332174570127 53.10465545699931 -27.806403767732945 53.12318861329543 -27.773871134201784 53.208394634078594 -27.81129323616301 ,
01180009001,7,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.156780,-27.808854,POLYGON ICRS 53.1909267188594 -27.844106644962665 53.1046317914242 -27.80617822336325 53.12316491635841 -27.773645592991613 53.20837075205459 -27.811067709555232 ,
01180009001,8,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.156984,-27.808691,POLYGON ICRS 53.19113082020797 -27.84394299236817 53.10483595140776 -27.80601469759955 53.12336898738371 -27.77348203999577 53.208574764989926 -27.810904031313385 ,
01180009001,9,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.157205,-27.808616,POLYGON ICRS 53.19135250888765 -27.843868414130554 53.10505762182665 -27.805940257096836 53.12359057878896 -27.773407569924075 53.208796374216746 -27.810829425217435 ,
01180009001,1,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.157083,-27.808919,POLYGON ICRS 53.1912304613991 -27.844171661467048 53.10493537614298 -27.806243428540768 53.12346842135527 -27.773710757671267 53.20867441259933 -27.81113268788829 ,
01180009001,2,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.157363,-27.808759,POLYGON ICRS 53.19151035006701 -27.84401114779962 53.105215294460805 -27.80608308878459 53.12374822858977 -27.773550380577035 53.208954190292616 -27.810972139049568 ,
01180009001,3,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.157387,-27.808985,POLYGON ICRS 53.191534204302926 -27.844236677306814 53.10523896122619 -27.806308633054982 53.123771926715726 -27.773775921687616 53.20897807350739 -27.811197665556847 ,
01180009001,4,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.157183,-27.809148,POLYGON ICRS 53.19133010300996 -27.844400330494352 53.10503480129647 -27.806472159410816 53.12356785574536 -27.773939475275597 53.20877406062868 -27.81136134439174 ,
01180009001,5,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.156961,-27.809223,POLYGON ICRS 53.19110841322803 -27.8444749086961 53.10481312977694 -27.806546599876985 53.12334626324084 -27.774013945311143 53.208552450301006 -27.811435950452108 ,
01180009001,6,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.156803,-27.809080,POLYGON ICRS 53.19095057190324 -27.844332174570127 53.10465545699931 -27.806403767732945 53.12318861329543 -27.773871134201784 53.208394634078594 -27.81129323616301 ,
01180009001,7,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.156780,-27.808854,POLYGON ICRS 53.1909267188594 -27.844106644962665 53.1046317914242 -27.80617822336325 53.12316491635841 -27.773645592991613 53.20837075205459 -27.811067709555232 ,
01180009001,8,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.156984,-27.808691,POLYGON ICRS 53.19113082020797 -27.84394299236817 53.10483595140776 -27.80601469759955 53.12336898738371 -27.77348203999577 53.208574764989926 -27.810904031313385 ,
01180009001,9,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.157205,-27.808616,POLYGON ICRS 53.19135250888765 -27.843868414130554 53.10505762182665 -27.805940257096836 53.12359057878896 -27.773407569924075 53.208796374216746 -27.810829425217435 ,
01180009001,1,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.157083,-27.808919,POLYGON ICRS 53.1912304613991 -27.844171661467048 53.10493537614298 -27.806243428540768 53.12346842135527 -27.773710757671267 53.20867441259933 -27.81113268788829 ,
01180009001,2,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.157363,-27.808759,POLYGON ICRS 53.19151035006701 -27.84401114779962 53.105215294460805 -27.80608308878459 53.12374822858977 -27.773550380577035 53.208954190292616 -27.810972139049568 ,
01180009001,3,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.157387,-27.808985,POLYGON ICRS 53.191534204302926 -27.844236677306814 53.10523896122619 -27.806308633054982 53.123771926715726 -27.773775921687616 53.20897807350739 -27.811197665556847 ,
01180009001,4,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.157183,-27.809148,POLYGON ICRS 53.19133010300996 -27.844400330494352 53.10503480129647 -27.806472159410816 53.12356785574536 -27.773939475275597 53.20877406062868 -27.81136134439174 ,
01180009001,5,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.156961,-27.809223,POLYGON ICRS 53.19110841322803 -27.8444749086961 53.10481312977694 -27.806546599876985 53.12334626324084 -27.774013945311143 53.208552450301006 -27.811435950452108 ,
01180009001,6,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.156803,-27.809080,POLYGON ICRS 53.19095057190324 -27.844332174570127 53.10465545699931 -27.806403767732945 53.12318861329543 -27.773871134201784 53.208394634078594 -27.81129323616301 ,
01180009001,7,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.156780,-27.808854,POLYGON ICRS 53.1909267188594 -27.844106644962665 53.1046317914242 -27.80617822336325 53.12316491635841 -27.773645592991613 53.20837075205459 -27.811067709555232 ,
01180009001,8,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.156984,-27.808691,POLYGON ICRS 53.19113082020797 -27.84394299236817 53.10483595140776 -27.80601469759955 53.12336898738371 -27.77348203999577 53.208574764989926 -27.810904031313385 ,
01180009001,9,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.157205,-27.808616,POLYGON ICRS 53.19135250888765 -27.843868414130554 53.10505762182665 -27.805940257096836 53.12359057878896 -27.773407569924075 53.208796374216746 -27.810829425217435 ,
01180009001,1,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.157083,-27.808919,POLYGON ICRS 53.1912304613991 -27.844171661467048 53.10493537614298 -27.806243428540768 53.12346842135527 -27.773710757671267 53.20867441259933 -27.81113268788829 ,
01180009001,2,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.157363,-27.808759,POLYGON ICRS 53.19151035006701 -27.84401114779962 53.105215294460805 -27.80608308878459 53.12374822858977 -27.773550380577035 53.208954190292616 -27.810972139049568 ,
01180009001,3,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.157387,-27.808985,POLYGON ICRS 53.191534204302926 -27.844236677306814 53.10523896122619 -27.806308633054982 53.123771926715726 -27.773775921687616 53.20897807350739 -27.811197665556847 ,
01180009001,4,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.157183,-27.809148,POLYGON ICRS 53.19133010300996 -27.844400330494352 53.10503480129647 -27.806472159410816 53.12356785574536 -27.773939475275597 53.20877406062868 -27.81136134439174 ,
01180009001,5,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.156961,-27.809223,POLYGON ICRS 53.19110841322803 -27.8444749086961 53.10481312977694 -27.806546599876985 53.12334626324084 -27.774013945311143 53.208552450301006 -27.811435950452108 ,
01180009001,6,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.156803,-27.809080,POLYGON ICRS 53.19095057190324 -27.844332174570127 53.10465545699931 -27.806403767732945 53.12318861329543 -27.773871134201784 53.208394634078594 -27.81129323616301 ,
01180009001,7,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.156780,-27.808854,POLYGON ICRS 53.1909267188594 -27.844106644962665 53.1046317914242 -27.80617822336325 53.12316491635841 -27.773645592991613 53.20837075205459 -27.811067709555232 ,
01180009001,8,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.156984,-27.808691,POLYGON ICRS 53.19113082020797 -27.84394299236817 53.10483595140776 -27.80601469759955 53.12336898738371 -27.77348203999577 53.208574764989926 -27.810904031313385 ,
01180009001,9,NRCALL_FULL,12368.763,POINTINGONE-A,26.00002524,53.157205,-27.808616,POLYGON ICRS 53.19135250888765 -27.843868414130554 53.10505762182665 -27.805940257096836 53.12359057878896 -27.773407569924075 53.208796374216746 -27.810829425217435 ,
01180010001,1,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175333,-27.815094,POLYGON ICRS 53.209482405671714 -27.850346660370406 53.12318241169497 -27.812418425983083 53.14171651308135 -27.779885756608508 53.22692734599711 -27.81730768538489 ,
01180010001,2,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175613,-27.814934,POLYGON ICRS 53.20976231026264 -27.850186146684905 53.12346234594526 -27.812258086254246 53.14199633621298 -27.779725379531897 53.22720713957814 -27.81714713651894 ,
01180010001,3,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175637,-27.815160,POLYGON ICRS 53.209786165875464 -27.85041167619056 53.12348601402791 -27.81248363052697 53.142020035666185 -27.779950920643955 53.22723102417903 -27.81737266302389 ,
01180010001,4,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175433,-27.815323,POLYGON ICRS 53.20958205297481 -27.85057532939129 53.12328184247183 -27.8126471568628 53.14181595309778 -27.780114474219147 53.22702699972074 -27.817536341878622 ,
01180010001,5,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175211,-27.815398,POLYGON ICRS 53.20936035057627 -27.85064990760725 53.12306015834152 -27.812721597307245 53.14159434800758 -27.78018894424065 53.22680537680173 -27.81761094796053 ,
01180010001,6,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175053,-27.815255,POLYGON ICRS 53.20920250025255 -27.850507173491337 53.122902476618584 -27.81257876514769 53.141436689124106 -27.780046133121232 53.226647551588385 -27.817468233686668 ,
01180010001,7,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175030,-27.815029,POLYGON ICRS 53.20917864583219 -27.85028164388541 53.12287880972657 -27.812353220775606 53.14141299086023 -27.779820591909584 53.22662366817865 -27.81724270708122 ,
01180010001,8,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175234,-27.814866,POLYGON ICRS 53.209382758788465 -27.850117991277898 53.12308298133651 -27.812189695032032 53.14161707348357 -27.7796570389267 53.226827692693576 -27.817079028819652 ,
01180010001,9,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175455,-27.814791,POLYGON ICRS 53.20960446008439 -27.850043413026015 53.123304664365854 -27.81211525455109 53.14183867747415 -27.77958256886899 53.22704931451139 -27.81700442270221 ,
01180010001,1,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175333,-27.815094,POLYGON ICRS 53.209482405671714 -27.850346660370406 53.12318241169497 -27.812418425983083 53.14171651308135 -27.779885756608508 53.22692734599711 -27.81730768538489 ,
01180010001,2,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175613,-27.814934,POLYGON ICRS 53.20976231026264 -27.850186146684905 53.12346234594526 -27.812258086254246 53.14199633621298 -27.779725379531897 53.22720713957814 -27.81714713651894 ,
01180010001,3,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175637,-27.815160,POLYGON ICRS 53.209786165875464 -27.85041167619056 53.12348601402791 -27.81248363052697 53.142020035666185 -27.779950920643955 53.22723102417903 -27.81737266302389 ,
01180010001,4,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175433,-27.815323,POLYGON ICRS 53.20958205297481 -27.85057532939129 53.12328184247183 -27.8126471568628 53.14181595309778 -27.780114474219147 53.22702699972074 -27.817536341878622 ,
01180010001,5,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175211,-27.815398,POLYGON ICRS 53.20936035057627 -27.85064990760725 53.12306015834152 -27.812721597307245 53.14159434800758 -27.78018894424065 53.22680537680173 -27.81761094796053 ,
01180010001,6,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175053,-27.815255,POLYGON ICRS 53.20920250025255 -27.850507173491337 53.122902476618584 -27.81257876514769 53.141436689124106 -27.780046133121232 53.226647551588385 -27.817468233686668 ,
01180010001,7,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175030,-27.815029,POLYGON ICRS 53.20917864583219 -27.85028164388541 53.12287880972657 -27.812353220775606 53.14141299086023 -27.779820591909584 53.22662366817865 -27.81724270708122 ,
01180010001,8,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175234,-27.814866,POLYGON ICRS 53.209382758788465 -27.850117991277898 53.12308298133651 -27.812189695032032 53.14161707348357 -27.7796570389267 53.226827692693576 -27.817079028819652 ,
01180010001,9,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175455,-27.814791,POLYGON ICRS 53.20960446008439 -27.850043413026015 53.123304664365854 -27.81211525455109 53.14183867747415 -27.77958256886899 53.22704931451139 -27.81700442270221 ,
01180010001,1,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175333,-27.815094,POLYGON ICRS 53.209482405671714 -27.850346660370406 53.12318241169497 -27.812418425983083 53.14171651308135 -27.779885756608508 53.22692734599711 -27.81730768538489 ,
01180010001,2,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175613,-27.814934,POLYGON ICRS 53.20976231026264 -27.850186146684905 53.12346234594526 -27.812258086254246 53.14199633621298 -27.779725379531897 53.22720713957814 -27.81714713651894 ,
01180010001,3,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175637,-27.815160,POLYGON ICRS 53.209786165875464 -27.85041167619056 53.12348601402791 -27.81248363052697 53.142020035666185 -27.779950920643955 53.22723102417903 -27.81737266302389 ,
01180010001,4,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175433,-27.815323,POLYGON ICRS 53.20958205297481 -27.85057532939129 53.12328184247183 -27.8126471568628 53.14181595309778 -27.780114474219147 53.22702699972074 -27.817536341878622 ,
01180010001,5,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175211,-27.815398,POLYGON ICRS 53.20936035057627 -27.85064990760725 53.12306015834152 -27.812721597307245 53.14159434800758 -27.78018894424065 53.22680537680173 -27.81761094796053 ,
01180010001,6,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175053,-27.815255,POLYGON ICRS 53.20920250025255 -27.850507173491337 53.122902476618584 -27.81257876514769 53.141436689124106 -27.780046133121232 53.226647551588385 -27.817468233686668 ,
01180010001,7,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175030,-27.815029,POLYGON ICRS 53.20917864583219 -27.85028164388541 53.12287880972657 -27.812353220775606 53.14141299086023 -27.779820591909584 53.22662366817865 -27.81724270708122 ,
01180010001,8,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175234,-27.814866,POLYGON ICRS 53.209382758788465 -27.850117991277898 53.12308298133651 -27.812189695032032 53.14161707348357 -27.7796570389267 53.226827692693576 -27.817079028819652 ,
01180010001,9,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175455,-27.814791,POLYGON ICRS 53.20960446008439 -27.850043413026015 53.123304664365854 -27.81211525455109 53.14183867747415 -27.77958256886899 53.22704931451139 -27.81700442270221 ,
01180010001,1,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175333,-27.815094,POLYGON ICRS 53.209482405671714 -27.850346660370406 53.12318241169497 -27.812418425983083 53.14171651308135 -27.779885756608508 53.22692734599711 -27.81730768538489 ,
01180010001,2,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175613,-27.814934,POLYGON ICRS 53.20976231026264 -27.850186146684905 53.12346234594526 -27.812258086254246 53.14199633621298 -27.779725379531897 53.22720713957814 -27.81714713651894 ,
01180010001,3,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175637,-27.815160,POLYGON ICRS 53.209786165875464 -27.85041167619056 53.12348601402791 -27.81248363052697 53.142020035666185 -27.779950920643955 53.22723102417903 -27.81737266302389 ,
01180010001,4,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175433,-27.815323,POLYGON ICRS 53.20958205297481 -27.85057532939129 53.12328184247183 -27.8126471568628 53.14181595309778 -27.780114474219147 53.22702699972074 -27.817536341878622 ,
01180010001,5,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175211,-27.815398,POLYGON ICRS 53.20936035057627 -27.85064990760725 53.12306015834152 -27.812721597307245 53.14159434800758 -27.78018894424065 53.22680537680173 -27.81761094796053 ,
01180010001,6,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175053,-27.815255,POLYGON ICRS 53.20920250025255 -27.850507173491337 53.122902476618584 -27.81257876514769 53.141436689124106 -27.780046133121232 53.226647551588385 -27.817468233686668 ,
01180010001,7,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175030,-27.815029,POLYGON ICRS 53.20917864583219 -27.85028164388541 53.12287880972657 -27.812353220775606 53.14141299086023 -27.779820591909584 53.22662366817865 -27.81724270708122 ,
01180010001,8,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175234,-27.814866,POLYGON ICRS 53.209382758788465 -27.850117991277898 53.12308298133651 -27.812189695032032 53.14161707348357 -27.7796570389267 53.226827692693576 -27.817079028819652 ,
01180010001,9,NRCALL_FULL,12368.763,POINTINGTWO-B,26.00002524,53.175455,-27.814791,POLYGON ICRS 53.20960446008439 -27.850043413026015 53.123304664365854 -27.81211525455109 53.14183867747415 -27.77958256886899 53.22704931451139 -27.81700442270221 ,
