  1000 NIRCAM_F335M        
  0.2990275174000000E+01  0.4223831802628628E+01  0.2769910295929138E+02  0.2658071473361403E+01  0.6599102959291383E+01  0.8324512624755962E-11  0.3138856133324798E+03  0.3353869050275663E+01  0.1264616069836833E-16  0.3362146619739498E+01
  0.3367629375546445E+01  0.3360319936036029E+01  0.3363974296435723E+01  0.3358190114089749E+01  0.3359222834645193E+01  0.2626186557182731E+00  0.3608117765836711E+00  0.3520466749288985E+00  0.3176923733752632E+01  0.3537735510336304E+01
  0.1606816718471564E+01  0.3520466749288985E+01  0.4781737301975569E-01  0.5711398525343081E-17  0.1446851416809593E-20  0.2539999961853027E+06  0.2439983720595344E+02  0.2705791020519375E+02  0.3099894016524483E+02
  0.2990275174000000E+01  0.0000000000000000E+00
  0.2991508730628628E+01  0.5141367801683843E-04
  0.2992742287257257E+01  0.5669272381261075E-04
  0.2993975843885885E+01  0.6085587274037748E-04
  0.2995209400514514E+01  0.6225202495592906E-04
  0.2996442957143143E+01  0.6423841465963220E-04
  0.2997676513771772E+01  0.6698360809246278E-04
  0.2998910070400400E+01  0.6972395491973795E-04
  0.3000143627029029E+01  0.7296094742971647E-04
  0.3001377183657657E+01  0.7700059674169806E-04
  0.3002610740286286E+01  0.8170555488869538E-04
  0.3003844296914915E+01  0.8380480132668057E-04
  0.3005077853543543E+01  0.8260937986524314E-04
  0.3006311410172172E+01  0.7849355485310481E-04
  0.3007544966800801E+01  0.8094001767003816E-04
  0.3008778523429429E+01  0.8692524804614258E-04
  0.3010012080058058E+01  0.9027972013027902E-04
  0.3011245636686687E+01  0.9148609943813818E-04
  0.3012479193315315E+01  0.9309557240857097E-04
  0.3013712749943944E+01  0.9512130426094340E-04
  0.3014946306572572E+01  0.9565807419287539E-04
  0.3016179863201201E+01  0.9449991155543665E-04
  0.3017413419829829E+01  0.9514103522542570E-04
  0.3018646976458458E+01  0.9564773349503315E-04
  0.3019880533087087E+01  0.9376923737348227E-04
  0.3021114089715716E+01  0.9129291816490726E-04
  0.3022347646344344E+01  0.9136319956355683E-04
  0.3023581202972973E+01  0.9019561170063909E-04
  0.3024814759601601E+01  0.9206699660610620E-04
  0.3026048316230230E+01  0.9646458940305856E-04
  0.3027281872858858E+01  0.1007534362703012E-03
  0.3028515429487487E+01  0.1051718052090184E-03
  0.3029748986116116E+01  0.1101967963025123E-03
  0.3030982542744745E+01  0.1138349751848404E-03
  0.3032216099373373E+01  0.1157930415145307E-03
  0.3033449656002002E+01  0.1181846383282116E-03
  0.3034683212630630E+01  0.1215051254379933E-03
  0.3035916769259259E+01  0.1257006615750970E-03
  0.3037150325887888E+01  0.1307415436487525E-03
  0.3038383882516516E+01  0.1344293331566865E-03
  0.3039617439145145E+01  0.1389156117156445E-03
  0.3040850995773773E+01  0.1438641229117079E-03
  0.3042084552402402E+01  0.1492561512446715E-03
  0.3043318109031031E+01  0.1563657569085648E-03
  0.3044551665659660E+01  0.1629077962864379E-03
  0.3045785222288288E+01  0.1722415828695768E-03
  0.3047018778916917E+01  0.1810578830339249E-03
  0.3048252335545545E+01  0.1917500362156209E-03
  0.3049485892174174E+01  0.2000180723833843E-03
  0.3050719448802802E+01  0.2089414601071734E-03
  0.3051953005431431E+01  0.2190855394709522E-03
  0.3053186562060060E+01  0.2306563101825115E-03
  0.3054420118688689E+01  0.2430635098117348E-03
  0.3055653675317317E+01  0.2551469405451316E-03
  0.3056887231945946E+01  0.2669838310771530E-03
  0.3058120788574574E+01  0.2803954089630360E-03
  0.3059354345203203E+01  0.2961199311672089E-03
  0.3060587901831831E+01  0.3127006315814351E-03
  0.3061821458460460E+01  0.3294437184294579E-03
  0.3063055015089089E+01  0.3486161406258420E-03
  0.3064288571717718E+01  0.3688358311148500E-03
  0.3065522128346346E+01  0.3906133600714208E-03
  0.3066755684974975E+01  0.4109322958758922E-03
  0.3067989241603603E+01  0.4317529483525764E-03
  0.3069222798232232E+01  0.4532141121538746E-03
  0.3070456354860861E+01  0.4755366411752042E-03
  0.3071689911489489E+01  0.5004417379547830E-03
  0.3072923468118118E+01  0.5260949145204128E-03
  0.3074157024746746E+01  0.5536570640737272E-03
  0.3075390581375375E+01  0.5799900903878723E-03
  0.3076624138004004E+01  0.6121867893597943E-03
  0.3077857694632632E+01  0.6430104899210647E-03
  0.3079091251261261E+01  0.6764201303621189E-03
  0.3080324807889890E+01  0.7107088548282538E-03
  0.3081558364518518E+01  0.7465506567274774E-03
  0.3082791921147147E+01  0.7830895039758383E-03
  0.3084025477775775E+01  0.8225789447167465E-03
  0.3085259034404404E+01  0.8667341649108653E-03
  0.3086492591033033E+01  0.9119639885742763E-03
  0.3087726147661662E+01  0.9592242861277537E-03
  0.3088959704290290E+01  0.1006434043453806E-02
  0.3090193260918919E+01  0.1060092837930655E-02
  0.3091426817547547E+01  0.1116832006977840E-02
  0.3092660374176176E+01  0.1179021153141986E-02
  0.3093893930804804E+01  0.1243546056521795E-02
  0.3095127487433433E+01  0.1311273316908456E-02
  0.3096361044062062E+01  0.1383611230908806E-02
  0.3097594600690690E+01  0.1463242137142606E-02
  0.3098828157319319E+01  0.1552055313205041E-02
  0.3100061713947948E+01  0.1648306988548076E-02
  0.3101295270576576E+01  0.1748185383212910E-02
  0.3102528827205205E+01  0.1851043396565145E-02
  0.3103762383833834E+01  0.1966228540758198E-02
  0.3104995940462462E+01  0.2090983741722279E-02
  0.3106229497091091E+01  0.2224317663322954E-02
  0.3107463053719719E+01  0.2371580515573862E-02
  0.3108696610348348E+01  0.2533475511279124E-02
  0.3109930166976977E+01  0.2710272270472202E-02
