  1000 NIRCAM_F322W2       
  0.2336557604000000E+01  0.4232601678074074E+01  0.2746455193482032E+02  0.2509259891930050E+01  0.6364551934820319E+01  0.1033187697082797E-10  0.3599946471876475E+03  0.3073649523854246E+01  0.1070954850742593E-16  0.3231980710059689E+01
  0.3333497312435578E+01  0.3197554034021934E+01  0.3266778043171696E+01  0.3173251322706546E+01  0.3178887336072038E+01  0.3958848821435447E+00  0.1582716350428968E+01  0.1356339494822316E+01  0.2429832536479787E+01  0.4012548886908754E+01
  0.7100819648243768E+01  0.1356339494822316E+02  0.2220703566754819E+00  0.5440743026394742E-17  0.3371435335485677E-21  0.2539999961853027E+06  0.2621591097949258E+02  0.2872517239730155E+02  0.3258046291431290E+02
  0.2336557604000000E+01  0.0000000000000000E+00
  0.2338453648074074E+01  0.9262166568737784E-04
  0.2340349692148148E+01  0.1155620472214532E-03
  0.2342245736222222E+01  0.8657170151153953E-04
  0.2344141780296296E+01  0.8505711948006421E-04
  0.2346037824370371E+01  0.1118549808493630E-03
  0.2347933868444445E+01  0.1748356249726752E-03
  0.2349829912518519E+01  0.1713620475955631E-03
  0.2351725956592593E+01  0.1676161230578671E-03
  0.2353622000666667E+01  0.1925621112178232E-03
  0.2355518044740741E+01  0.2462705137143682E-03
  0.2357414088814815E+01  0.3157821261867060E-03
  0.2359310132888889E+01  0.3813206235221824E-03
  0.2361206176962963E+01  0.4606777408025223E-03
  0.2363102221037037E+01  0.5521361269842471E-03
  0.2364998265111111E+01  0.6706820019534111E-03
  0.2366894309185185E+01  0.8744795604947086E-03
  0.2368790353259259E+01  0.1162098499545422E-02
  0.2370686397333333E+01  0.1471596788519021E-02
  0.2372582441407407E+01  0.1791916591808294E-02
  0.2374478485481482E+01  0.2246188743651060E-02
  0.2376374529555556E+01  0.2911810510715449E-02
  0.2378270573629630E+01  0.3763660457880751E-02
  0.2380166617703704E+01  0.4705807463101623E-02
  0.2382062661777778E+01  0.5886746785859683E-02
  0.2383958705851852E+01  0.7415308827928430E-02
  0.2385854749925926E+01  0.9381405111554567E-02
  0.2387750794000000E+01  0.1174279876493256E-01
  0.2389646838074074E+01  0.1452826630564883E-01
  0.2391542882148149E+01  0.1797726456123264E-01
  0.2393438926222223E+01  0.2189622166613322E-01
  0.2395334970296297E+01  0.2659360875655638E-01
  0.2397231014370371E+01  0.3186435931650795E-01
  0.2399127058444445E+01  0.3793829628192950E-01
  0.2401023102518519E+01  0.4486602228491379E-01
  0.2402919146592593E+01  0.5249875643882591E-01
  0.2404815190666667E+01  0.6125652425293594E-01
  0.2406711234740741E+01  0.7102691477331032E-01
  0.2408607278814815E+01  0.8218814500119341E-01
  0.2410503322888889E+01  0.9422345105867394E-01
  0.2412399366962963E+01  0.1077999054508419E+00
  0.2414295411037037E+01  0.1227277030691752E+00
  0.2416191455111111E+01  0.1384542615975867E+00
  0.2418087499185186E+01  0.1556066629682688E+00
  0.2419983543259260E+01  0.1724790124032531E+00
  0.2421879587333334E+01  0.1906420998618822E+00
  0.2423775631407408E+01  0.2082282787279122E+00
  0.2425671675481482E+01  0.2253296286335901E+00
  0.2427567719555556E+01  0.2424895757597182E+00
  0.2429463763629630E+01  0.2584571104507056E+00
  0.2431359807703704E+01  0.2754599654683709E+00
  0.2433255851777778E+01  0.2904637612109061E+00
  0.2435151895851852E+01  0.3060548212346894E+00
  0.2437047939925926E+01  0.3212463075929864E+00
  0.2438943984000000E+01  0.3347619967726436E+00
  0.2440840028074074E+01  0.3490632752461303E+00
  0.2442736072148148E+01  0.3596452535307759E+00
  0.2444632116222222E+01  0.3700723397769952E+00
  0.2446528160296296E+01  0.3786894372497379E+00
  0.2448424204370371E+01  0.3847268988968752E+00
  0.2450320248444445E+01  0.3901078654213405E+00
  0.2452216292518519E+01  0.3933771068240691E+00
  0.2454112336592593E+01  0.3961543904647899E+00
  0.2456008380666667E+01  0.3980887900330720E+00
  0.2457904424740741E+01  0.3994013190193080E+00
  0.2459800468814815E+01  0.4005558756941848E+00
  0.2461696512888889E+01  0.4013669489252730E+00
  0.2463592556962963E+01  0.4020888995072957E+00
  0.2465488601037037E+01  0.4027290912883100E+00
  0.2467384645111111E+01  0.4033455589852712E+00
  0.2469280689185185E+01  0.4039837013276461E+00
  0.2471176733259259E+01  0.4046693344136381E+00
  0.2473072777333333E+01  0.4054871735123403E+00
  0.2474968821407407E+01  0.4064876505214846E+00
  0.2476864865481482E+01  0.4070530731391535E+00
  0.2478760909555556E+01  0.4076286088155493E+00
  0.2480656953629630E+01  0.4080730887968682E+00
  0.2482552997703704E+01  0.4082692827415225E+00
  0.2484449041777778E+01  0.4086523477445452E+00
  0.2486345085851852E+01  0.4090749362922259E+00
  0.2488241129925926E+01  0.4094886534938981E+00
  0.2490137174000000E+01  0.4098009904539451E+00
  0.2492033218074074E+01  0.4101298121285902E+00
  0.2493929262148148E+01  0.4103774893752484E+00
  0.2495825306222222E+01  0.4105904836671534E+00
  0.2497721350296296E+01  0.4107655223552154E+00
  0.2499617394370371E+01  0.4044635574748273E+00
  0.2501513438444444E+01  0.4028654440284955E+00
  0.2503409482518519E+01  0.4027487007765430E+00
  0.2505305526592593E+01  0.4025983284507921E+00
  0.2507201570666667E+01  0.4023599654626271E+00
  0.2509097614740741E+01  0.4020576368525934E+00
  0.2510993658814815E+01  0.4017371616825997E+00
  0.2512889702888889E+01  0.4014103037918801E+00
  0.2514785746962963E+01  0.4010747521687372E+00
  0.2516681791037037E+01  0.4007797381092394E+00
  0.2518577835111111E+01  0.4005256941165952E+00
  0.2520473879185186E+01  0.4003323940608265E+00
  0.2522369923259260E+01  0.4002211298991962E+00
  0.2524265967333334E+01  0.4001589001259359E+00
  0.2526162011407408E+01  0.4002280349127033E+00
  0.2528058055481482E+01  0.4003493875634663E+00
  0.2529954099555556E+01  0.4005379288294127E+00
  0.2531850143629630E+01  0.4007612526523691E+00
  0.2533746187703704E+01  0.4011408119128678E+00
  0.2535642231777778E+01  0.4014507959424983E+00
